timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/09/24 15:50:27.136, 0, 487 MHz, 405 MHz, 41.10 W, 54, 1 %, 3115 MiB
2026/09/24 15:50:27.136, 1, 2737 MHz, 14001 MHz, 600.00 W, 67, 99 %, 2758 MiB
2026/09/24 15:50:28.139, 0, 442 MHz, 405 MHz, 40.38 W, 54, 0 %, 3130 MiB
2026/09/24 15:50:28.139, 1, 2730 MHz, 14001 MHz, 599.97 W, 68, 98 %, 2758 MiB
2026/09/24 15:50:29.150, 0, 352 MHz, 405 MHz, 38.52 W, 53, 1 %, 3130 MiB
2026/09/24 15:50:29.150, 1, 2737 MHz, 14001 MHz, 599.87 W, 68, 98 %, 2758 MiB
2026/09/24 15:50:30.165, 0, 35 MHz, 405 MHz, 25.22 W, 53, 1 %, 3130 MiB
2026/09/24 15:50:30.165, 1, 2730 MHz, 14001 MHz, 600.49 W, 68, 99 %, 2758 MiB
2026/09/24 15:50:31.169, 0, 292 MHz, 405 MHz, 25.70 W, 53, 0 %, 3130 MiB
2026/09/24 15:50:31.169, 1, 2730 MHz, 14001 MHz, 599.89 W, 68, 99 %, 2758 MiB
2026/09/24 15:50:32.184, 0, 33 MHz, 405 MHz, 26.06 W, 53, 0 %, 3130 MiB
2026/09/24 15:50:32.184, 1, 2730 MHz, 14001 MHz, 600.23 W, 68, 99 %, 2758 MiB
2026/09/24 15:50:33.188, 0, 34 MHz, 405 MHz, 23.60 W, 53, 0 %, 3130 MiB
2026/09/24 15:50:33.188, 1, 2730 MHz, 14001 MHz, 599.72 W, 67, 99 %, 2758 MiB
2026/09/24 15:50:34.192, 0, 31 MHz, 405 MHz, 25.07 W, 53, 0 %, 3130 MiB
2026/09/24 15:50:34.192, 1, 2730 MHz, 14001 MHz, 600.07 W, 68, 99 %, 2758 MiB
2026/09/24 15:50:35.195, 0, 30 MHz, 405 MHz, 22.57 W, 53, 0 %, 3136 MiB
2026/09/24 15:50:35.195, 1, 2730 MHz, 14001 MHz, 599.98 W, 68, 99 %, 2758 MiB
2026/09/24 15:50:36.198, 0, 33 MHz, 405 MHz, 26.27 W, 53, 0 %, 3136 MiB
2026/09/24 15:50:36.198, 1, 2730 MHz, 14001 MHz, 600.12 W, 68, 99 %, 2758 MiB
2026/09/24 15:50:37.200, 0, 33 MHz, 405 MHz, 24.84 W, 53, 0 %, 3136 MiB
2026/09/24 15:50:37.200, 1, 2730 MHz, 14001 MHz, 599.84 W, 68, 98 %, 2758 MiB
2026/09/24 15:50:38.202, 0, 37 MHz, 405 MHz, 25.50 W, 53, 0 %, 3136 MiB
2026/09/24 15:50:38.202, 1, 2722 MHz, 14001 MHz, 600.25 W, 68, 99 %, 2758 MiB
2026/09/24 15:50:39.206, 0, 36 MHz, 405 MHz, 23.06 W, 53, 0 %, 3136 MiB
2026/09/24 15:50:39.206, 1, 2722 MHz, 14001 MHz, 599.98 W, 68, 99 %, 2758 MiB
2026/09/24 15:50:40.212, 0, 35 MHz, 405 MHz, 22.02 W, 53, 0 %, 3136 MiB
2026/09/24 15:50:40.212, 1, 2925 MHz, 14001 MHz, 421.15 W, 55, 0 %, 18 MiB
2026/09/24 15:50:41.215, 0, 39 MHz, 405 MHz, 26.65 W, 53, 0 %, 3136 MiB
2026/09/24 15:50:41.215, 1, 2962 MHz, 14001 MHz, 116.74 W, 54, 0 %, 18 MiB
2026/09/24 15:50:42.220, 0, 37 MHz, 405 MHz, 26.68 W, 53, 0 %, 3136 MiB
2026/09/24 15:50:42.220, 1, 2017 MHz, 7001 MHz, 83.07 W, 51, 0 %, 3464 MiB
2026/09/24 15:50:43.228, 0, 40 MHz, 405 MHz, 28.48 W, 53, 0 %, 3117 MiB
2026/09/24 15:50:43.228, 1, 2677 MHz, 14001 MHz, 121.49 W, 63, 100 %, 3474 MiB
2026/09/24 15:50:44.243, 0, 892 MHz, 405 MHz, 49.41 W, 54, 2 %, 3297 MiB
2026/09/24 15:50:44.243, 1, 2730 MHz, 14001 MHz, 599.95 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:45.246, 0, 1200 MHz, 405 MHz, 52.43 W, 54, 4 %, 3511 MiB
2026/09/24 15:50:45.246, 1, 2730 MHz, 14001 MHz, 599.83 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:46.257, 0, 802 MHz, 14001 MHz, 46.94 W, 54, 2 %, 3221 MiB
2026/09/24 15:50:46.257, 1, 2730 MHz, 14001 MHz, 600.04 W, 68, 99 %, 3474 MiB
2026/09/24 15:50:47.260, 0, 2655 MHz, 14001 MHz, 77.44 W, 55, 1 %, 3354 MiB
2026/09/24 15:50:47.260, 1, 2730 MHz, 14001 MHz, 600.26 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:48.262, 0, 2580 MHz, 14001 MHz, 74.47 W, 55, 1 %, 3397 MiB
2026/09/24 15:50:48.262, 1, 2730 MHz, 14001 MHz, 599.83 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:49.263, 0, 592 MHz, 810 MHz, 46.34 W, 54, 2 %, 3397 MiB
2026/09/24 15:50:49.263, 1, 2722 MHz, 14001 MHz, 600.20 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:50.269, 0, 435 MHz, 810 MHz, 35.46 W, 53, 1 %, 3392 MiB
2026/09/24 15:50:50.269, 1, 2722 MHz, 14001 MHz, 599.85 W, 68, 99 %, 3474 MiB
2026/09/24 15:50:51.281, 0, 315 MHz, 405 MHz, 30.31 W, 53, 1 %, 3385 MiB
2026/09/24 15:50:51.281, 1, 2722 MHz, 14001 MHz, 600.20 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:52.283, 0, 322 MHz, 405 MHz, 26.55 W, 53, 2 %, 3385 MiB
2026/09/24 15:50:52.283, 1, 2722 MHz, 14001 MHz, 600.21 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:53.296, 0, 315 MHz, 405 MHz, 26.84 W, 53, 3 %, 3385 MiB
2026/09/24 15:50:53.296, 1, 2722 MHz, 14001 MHz, 600.12 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:54.303, 0, 300 MHz, 405 MHz, 28.20 W, 53, 2 %, 3380 MiB
2026/09/24 15:50:54.303, 1, 2722 MHz, 14001 MHz, 599.85 W, 69, 99 %, 3474 MiB
2026/09/24 15:50:55.305, 0, 322 MHz, 405 MHz, 37.70 W, 53, 4 %, 3237 MiB
2026/09/24 15:50:55.305, 1, 2722 MHz, 14001 MHz, 600.02 W, 69, 100 %, 3474 MiB
2026/09/24 15:50:56.321, 0, 390 MHz, 405 MHz, 36.70 W, 53, 1 %, 3231 MiB
2026/09/24 15:50:56.321, 1, 2722 MHz, 14001 MHz, 599.67 W, 69, 99 %, 3474 MiB
2026/09/24 15:50:57.335, 0, 480 MHz, 405 MHz, 39.31 W, 53, 1 %, 3239 MiB
2026/09/24 15:50:57.335, 1, 2722 MHz, 14001 MHz, 600.14 W, 68, 100 %, 3474 MiB
2026/09/24 15:50:58.338, 0, 352 MHz, 405 MHz, 37.31 W, 53, 0 %, 3239 MiB
2026/09/24 15:50:58.338, 1, 2722 MHz, 14001 MHz, 600.21 W, 69, 100 %, 3474 MiB
2026/09/24 15:50:59.339, 0, 56 MHz, 405 MHz, 37.32 W, 53, 0 %, 3233 MiB
2026/09/24 15:50:59.339, 1, 2715 MHz, 14001 MHz, 600.07 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:00.355, 0, 43 MHz, 405 MHz, 31.70 W, 53, 0 %, 3233 MiB
2026/09/24 15:51:00.355, 1, 2722 MHz, 14001 MHz, 600.07 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:01.367, 0, 42 MHz, 405 MHz, 31.43 W, 53, 1 %, 3231 MiB
2026/09/24 15:51:01.367, 1, 2715 MHz, 14001 MHz, 600.11 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:02.382, 0, 285 MHz, 405 MHz, 28.14 W, 53, 0 %, 3231 MiB
2026/09/24 15:51:02.382, 1, 2715 MHz, 14001 MHz, 599.76 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:03.384, 0, 472 MHz, 405 MHz, 31.04 W, 53, 0 %, 3220 MiB
2026/09/24 15:51:03.384, 1, 2715 MHz, 14001 MHz, 599.93 W, 68, 99 %, 3474 MiB
2026/09/24 15:51:04.385, 0, 465 MHz, 405 MHz, 36.54 W, 53, 1 %, 3235 MiB
2026/09/24 15:51:04.385, 1, 2715 MHz, 14001 MHz, 599.98 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:05.386, 0, 300 MHz, 405 MHz, 34.24 W, 53, 0 %, 3235 MiB
2026/09/24 15:51:05.386, 1, 2715 MHz, 14001 MHz, 600.17 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:06.389, 0, 322 MHz, 405 MHz, 34.00 W, 53, 2 %, 3235 MiB
2026/09/24 15:51:06.389, 1, 2715 MHz, 14001 MHz, 600.12 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:07.395, 0, 330 MHz, 405 MHz, 33.62 W, 53, 1 %, 3235 MiB
2026/09/24 15:51:07.395, 1, 2715 MHz, 14001 MHz, 599.96 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:08.402, 0, 292 MHz, 405 MHz, 31.42 W, 53, 0 %, 3238 MiB
2026/09/24 15:51:08.402, 1, 2715 MHz, 14001 MHz, 600.11 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:09.409, 0, 37 MHz, 405 MHz, 34.53 W, 53, 1 %, 3245 MiB
2026/09/24 15:51:09.409, 1, 2715 MHz, 14001 MHz, 599.90 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:10.410, 0, 300 MHz, 405 MHz, 32.96 W, 53, 1 %, 3244 MiB
2026/09/24 15:51:10.410, 1, 2707 MHz, 14001 MHz, 600.08 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:11.415, 0, 36 MHz, 405 MHz, 29.52 W, 53, 1 %, 3241 MiB
2026/09/24 15:51:11.415, 1, 2707 MHz, 14001 MHz, 600.10 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:12.418, 0, 30 MHz, 405 MHz, 27.94 W, 53, 0 %, 3238 MiB
2026/09/24 15:51:12.418, 1, 2715 MHz, 14001 MHz, 600.19 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:13.420, 0, 472 MHz, 14001 MHz, 32.35 W, 54, 0 %, 3249 MiB
2026/09/24 15:51:13.420, 1, 2715 MHz, 14001 MHz, 600.08 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:14.424, 0, 2602 MHz, 14001 MHz, 74.53 W, 55, 0 %, 3245 MiB
2026/09/24 15:51:14.424, 1, 2715 MHz, 14001 MHz, 599.88 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:15.428, 0, 2610 MHz, 14001 MHz, 74.92 W, 55, 0 %, 3250 MiB
2026/09/24 15:51:15.428, 1, 2715 MHz, 14001 MHz, 599.92 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:16.435, 0, 2602 MHz, 14001 MHz, 76.53 W, 55, 1 %, 3269 MiB
2026/09/24 15:51:16.435, 1, 2707 MHz, 14001 MHz, 600.12 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:17.438, 0, 562 MHz, 810 MHz, 43.61 W, 54, 1 %, 3269 MiB
2026/09/24 15:51:17.438, 1, 2707 MHz, 14001 MHz, 599.89 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:18.440, 0, 435 MHz, 405 MHz, 33.83 W, 53, 1 %, 3264 MiB
2026/09/24 15:51:18.440, 1, 2707 MHz, 14001 MHz, 599.91 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:19.441, 0, 36 MHz, 405 MHz, 30.27 W, 53, 1 %, 3263 MiB
2026/09/24 15:51:19.441, 1, 2707 MHz, 14001 MHz, 599.93 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:20.450, 0, 375 MHz, 405 MHz, 27.55 W, 53, 2 %, 3262 MiB
2026/09/24 15:51:20.450, 1, 2715 MHz, 14001 MHz, 599.99 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:21.451, 0, 307 MHz, 405 MHz, 37.99 W, 53, 3 %, 3242 MiB
2026/09/24 15:51:21.451, 1, 2715 MHz, 14001 MHz, 600.02 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:22.462, 0, 697 MHz, 405 MHz, 37.06 W, 54, 1 %, 3257 MiB
2026/09/24 15:51:22.462, 1, 2715 MHz, 14001 MHz, 600.09 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:23.476, 0, 375 MHz, 405 MHz, 39.86 W, 53, 0 %, 3257 MiB
2026/09/24 15:51:23.476, 1, 2715 MHz, 14001 MHz, 600.01 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:24.485, 0, 360 MHz, 405 MHz, 37.84 W, 53, 0 %, 3251 MiB
2026/09/24 15:51:24.485, 1, 2707 MHz, 14001 MHz, 600.09 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:25.497, 0, 352 MHz, 405 MHz, 36.69 W, 53, 0 %, 3238 MiB
2026/09/24 15:51:25.497, 1, 2707 MHz, 14001 MHz, 600.21 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:26.500, 0, 352 MHz, 405 MHz, 37.36 W, 53, 0 %, 3226 MiB
2026/09/24 15:51:26.500, 1, 2707 MHz, 14001 MHz, 599.70 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:27.503, 0, 38 MHz, 405 MHz, 35.56 W, 53, 1 %, 3226 MiB
2026/09/24 15:51:27.503, 1, 2707 MHz, 14001 MHz, 599.86 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:28.506, 0, 30 MHz, 405 MHz, 29.01 W, 53, 0 %, 3223 MiB
2026/09/24 15:51:28.506, 1, 2707 MHz, 14001 MHz, 600.06 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:29.520, 0, 300 MHz, 405 MHz, 31.83 W, 53, 2 %, 3220 MiB
2026/09/24 15:51:29.520, 1, 2715 MHz, 14001 MHz, 600.05 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:30.532, 0, 38 MHz, 405 MHz, 34.40 W, 53, 0 %, 3220 MiB
2026/09/24 15:51:30.532, 1, 2707 MHz, 14001 MHz, 600.12 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:31.537, 0, 570 MHz, 405 MHz, 31.76 W, 53, 0 %, 3231 MiB
2026/09/24 15:51:31.537, 1, 2715 MHz, 14001 MHz, 599.94 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:32.540, 0, 2610 MHz, 14001 MHz, 70.11 W, 55, 0 %, 3264 MiB
2026/09/24 15:51:32.540, 1, 2707 MHz, 14001 MHz, 599.96 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:33.553, 0, 2587 MHz, 14001 MHz, 74.37 W, 55, 0 %, 3263 MiB
2026/09/24 15:51:33.553, 1, 2707 MHz, 14001 MHz, 600.04 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:34.558, 0, 2595 MHz, 14001 MHz, 76.01 W, 55, 1 %, 3242 MiB
2026/09/24 15:51:34.558, 1, 2707 MHz, 14001 MHz, 599.77 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:35.564, 0, 2587 MHz, 14001 MHz, 74.38 W, 55, 0 %, 3238 MiB
2026/09/24 15:51:35.564, 1, 2707 MHz, 14001 MHz, 600.07 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:36.571, 0, 502 MHz, 810 MHz, 42.12 W, 53, 2 %, 3233 MiB
2026/09/24 15:51:36.571, 1, 2707 MHz, 14001 MHz, 599.88 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:37.572, 0, 420 MHz, 810 MHz, 37.22 W, 53, 2 %, 3207 MiB
2026/09/24 15:51:37.572, 1, 2707 MHz, 14001 MHz, 599.94 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:38.579, 0, 585 MHz, 405 MHz, 40.83 W, 54, 3 %, 3226 MiB
2026/09/24 15:51:38.579, 1, 2707 MHz, 14001 MHz, 600.04 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:39.580, 0, 60 MHz, 405 MHz, 42.45 W, 53, 2 %, 3227 MiB
2026/09/24 15:51:39.580, 1, 2707 MHz, 14001 MHz, 600.13 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:40.592, 0, 532 MHz, 405 MHz, 39.65 W, 54, 1 %, 3227 MiB
2026/09/24 15:51:40.592, 1, 2707 MHz, 14001 MHz, 599.95 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:41.596, 0, 315 MHz, 405 MHz, 39.02 W, 54, 1 %, 3233 MiB
2026/09/24 15:51:41.596, 1, 2707 MHz, 14001 MHz, 600.06 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:42.604, 0, 615 MHz, 14001 MHz, 43.37 W, 54, 5 %, 3280 MiB
2026/09/24 15:51:42.604, 1, 2707 MHz, 14001 MHz, 599.96 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:43.609, 0, 2632 MHz, 14001 MHz, 77.89 W, 55, 1 %, 3281 MiB
2026/09/24 15:51:43.609, 1, 2707 MHz, 14001 MHz, 600.06 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:44.611, 0, 2587 MHz, 14001 MHz, 75.04 W, 55, 0 %, 3326 MiB
2026/09/24 15:51:44.611, 1, 2707 MHz, 14001 MHz, 599.59 W, 70, 99 %, 3474 MiB
2026/09/24 15:51:45.613, 0, 2587 MHz, 14001 MHz, 75.83 W, 55, 2 %, 3311 MiB
2026/09/24 15:51:45.613, 1, 2707 MHz, 14001 MHz, 600.15 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:46.617, 0, 907 MHz, 810 MHz, 47.23 W, 54, 2 %, 3308 MiB
2026/09/24 15:51:46.617, 1, 2707 MHz, 14001 MHz, 599.83 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:47.632, 0, 502 MHz, 810 MHz, 35.14 W, 53, 1 %, 3314 MiB
2026/09/24 15:51:47.632, 1, 2707 MHz, 14001 MHz, 600.02 W, 69, 99 %, 3474 MiB
2026/09/24 15:51:48.639, 0, 2610 MHz, 14001 MHz, 51.43 W, 55, 3 %, 3286 MiB
2026/09/24 15:51:48.639, 1, 2707 MHz, 14001 MHz, 600.10 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:49.654, 0, 2595 MHz, 14001 MHz, 75.63 W, 55, 1 %, 3291 MiB
2026/09/24 15:51:49.654, 1, 2715 MHz, 14001 MHz, 600.06 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:50.657, 0, 2602 MHz, 14001 MHz, 74.72 W, 55, 1 %, 3283 MiB
2026/09/24 15:51:50.657, 1, 2707 MHz, 14001 MHz, 599.92 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:51.661, 0, 2580 MHz, 14001 MHz, 73.58 W, 55, 0 %, 3276 MiB
2026/09/24 15:51:51.661, 1, 2707 MHz, 14001 MHz, 600.05 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:52.667, 0, 55 MHz, 810 MHz, 39.60 W, 54, 0 %, 3260 MiB
2026/09/24 15:51:52.667, 1, 2707 MHz, 14001 MHz, 599.93 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:53.682, 0, 32 MHz, 405 MHz, 29.61 W, 53, 0 %, 3253 MiB
2026/09/24 15:51:53.682, 1, 2707 MHz, 14001 MHz, 599.69 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:54.682, 0, 510 MHz, 405 MHz, 27.25 W, 53, 0 %, 3235 MiB
2026/09/24 15:51:54.682, 1, 2707 MHz, 14001 MHz, 599.87 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:55.687, 0, 47 MHz, 405 MHz, 27.01 W, 53, 0 %, 3232 MiB
2026/09/24 15:51:55.687, 1, 2707 MHz, 14001 MHz, 599.87 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:56.691, 0, 42 MHz, 405 MHz, 33.29 W, 53, 1 %, 3234 MiB
2026/09/24 15:51:56.691, 1, 2707 MHz, 14001 MHz, 600.04 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:57.695, 0, 33 MHz, 405 MHz, 27.85 W, 53, 0 %, 3234 MiB
2026/09/24 15:51:57.695, 1, 2707 MHz, 14001 MHz, 600.00 W, 69, 100 %, 3474 MiB
2026/09/24 15:51:58.696, 0, 35 MHz, 405 MHz, 25.04 W, 53, 0 %, 3233 MiB
