timestamp, index, clocks.current.sm [MHz], clocks.current.memory [MHz], power.draw [W], temperature.gpu, utilization.gpu [%], memory.used [MiB]
2026/09/24 17:21:59.589, 0, 337 MHz, 405 MHz, 32.12 W, 48, 0 %, 3218 MiB
2026/09/24 17:21:59.589, 1, 2835 MHz, 14001 MHz, 600.10 W, 66, 99 %, 470 MiB
2026/09/24 17:22:00.597, 0, 397 MHz, 405 MHz, 30.59 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:00.597, 1, 2947 MHz, 14001 MHz, 397.13 W, 59, 99 %, 470 MiB
2026/09/24 17:22:01.603, 0, 352 MHz, 405 MHz, 30.09 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:01.603, 1, 2827 MHz, 14001 MHz, 600.10 W, 66, 98 %, 470 MiB
2026/09/24 17:22:02.618, 0, 42 MHz, 405 MHz, 31.76 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:02.618, 1, 2827 MHz, 14001 MHz, 600.04 W, 67, 99 %, 470 MiB
2026/09/24 17:22:03.623, 0, 47 MHz, 405 MHz, 30.27 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:03.623, 1, 2827 MHz, 14001 MHz, 600.07 W, 67, 99 %, 470 MiB
2026/09/24 17:22:04.628, 0, 42 MHz, 405 MHz, 28.47 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:04.628, 1, 2827 MHz, 14001 MHz, 599.84 W, 67, 98 %, 470 MiB
2026/09/24 17:22:05.634, 0, 45 MHz, 405 MHz, 30.86 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:05.634, 1, 2827 MHz, 14001 MHz, 599.90 W, 67, 99 %, 470 MiB
2026/09/24 17:22:06.639, 0, 51 MHz, 405 MHz, 32.29 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:06.639, 1, 2827 MHz, 14001 MHz, 599.70 W, 67, 99 %, 470 MiB
2026/09/24 17:22:07.642, 0, 337 MHz, 405 MHz, 31.22 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:07.642, 1, 2827 MHz, 14001 MHz, 599.47 W, 68, 99 %, 470 MiB
2026/09/24 17:22:08.649, 0, 51 MHz, 405 MHz, 31.75 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:08.649, 1, 2835 MHz, 14001 MHz, 600.41 W, 67, 99 %, 470 MiB
2026/09/24 17:22:09.656, 0, 337 MHz, 405 MHz, 30.32 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:09.656, 1, 2835 MHz, 14001 MHz, 599.87 W, 67, 99 %, 470 MiB
2026/09/24 17:22:10.656, 0, 40 MHz, 405 MHz, 31.32 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:10.656, 1, 2835 MHz, 14001 MHz, 599.95 W, 68, 99 %, 470 MiB
2026/09/24 17:22:11.662, 0, 435 MHz, 405 MHz, 28.54 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:11.662, 1, 2955 MHz, 14001 MHz, 410.59 W, 68, 99 %, 470 MiB
2026/09/24 17:22:12.677, 0, 337 MHz, 405 MHz, 31.57 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:12.677, 1, 2835 MHz, 14001 MHz, 602.13 W, 68, 99 %, 470 MiB
2026/09/24 17:22:13.682, 0, 337 MHz, 405 MHz, 30.85 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:13.682, 1, 2842 MHz, 14001 MHz, 600.04 W, 68, 99 %, 470 MiB
2026/09/24 17:22:14.697, 0, 420 MHz, 405 MHz, 29.36 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:14.697, 1, 2842 MHz, 14001 MHz, 599.74 W, 68, 99 %, 470 MiB
2026/09/24 17:22:15.712, 0, 337 MHz, 405 MHz, 28.65 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:15.712, 1, 2842 MHz, 14001 MHz, 599.61 W, 68, 98 %, 470 MiB
2026/09/24 17:22:16.727, 0, 330 MHz, 405 MHz, 29.78 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:16.727, 1, 2842 MHz, 14001 MHz, 600.12 W, 68, 99 %, 470 MiB
2026/09/24 17:22:17.728, 0, 50 MHz, 405 MHz, 29.87 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:17.728, 1, 2842 MHz, 14001 MHz, 599.85 W, 68, 99 %, 470 MiB
2026/09/24 17:22:18.729, 0, 42 MHz, 405 MHz, 30.17 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:18.729, 1, 2842 MHz, 14001 MHz, 599.90 W, 68, 99 %, 470 MiB
2026/09/24 17:22:19.734, 0, 45 MHz, 405 MHz, 32.17 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:19.734, 1, 2842 MHz, 14001 MHz, 600.02 W, 68, 99 %, 470 MiB
2026/09/24 17:22:20.737, 0, 48 MHz, 405 MHz, 29.28 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:20.737, 1, 2842 MHz, 14001 MHz, 600.51 W, 68, 99 %, 470 MiB
2026/09/24 17:22:21.740, 0, 38 MHz, 405 MHz, 29.05 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:21.740, 1, 2842 MHz, 14001 MHz, 599.74 W, 68, 99 %, 470 MiB
2026/09/24 17:22:22.742, 0, 42 MHz, 405 MHz, 30.09 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:22.742, 1, 2842 MHz, 14001 MHz, 600.26 W, 69, 99 %, 470 MiB
2026/09/24 17:22:23.751, 0, 420 MHz, 405 MHz, 29.84 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:23.751, 1, 2955 MHz, 14001 MHz, 410.68 W, 68, 98 %, 470 MiB
2026/09/24 17:22:24.757, 0, 337 MHz, 405 MHz, 31.33 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:24.757, 1, 2835 MHz, 14001 MHz, 602.27 W, 68, 98 %, 470 MiB
2026/09/24 17:22:25.763, 0, 367 MHz, 405 MHz, 30.80 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:25.763, 1, 2835 MHz, 14001 MHz, 599.56 W, 68, 99 %, 470 MiB
2026/09/24 17:22:26.770, 0, 367 MHz, 405 MHz, 30.18 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:26.770, 1, 2835 MHz, 14001 MHz, 600.16 W, 68, 99 %, 470 MiB
2026/09/24 17:22:27.776, 0, 337 MHz, 405 MHz, 30.24 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:27.776, 1, 2835 MHz, 14001 MHz, 599.60 W, 68, 99 %, 470 MiB
2026/09/24 17:22:28.791, 0, 367 MHz, 405 MHz, 28.75 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:28.791, 1, 2842 MHz, 14001 MHz, 600.10 W, 69, 99 %, 470 MiB
2026/09/24 17:22:29.795, 0, 345 MHz, 405 MHz, 29.33 W, 48, 1 %, 3218 MiB
2026/09/24 17:22:29.795, 1, 2842 MHz, 14001 MHz, 599.80 W, 69, 99 %, 470 MiB
2026/09/24 17:22:30.802, 0, 42 MHz, 405 MHz, 28.64 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:30.802, 1, 2842 MHz, 14001 MHz, 600.06 W, 69, 99 %, 470 MiB
2026/09/24 17:22:31.809, 0, 49 MHz, 405 MHz, 27.89 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:31.809, 1, 2842 MHz, 14001 MHz, 599.53 W, 69, 99 %, 470 MiB
2026/09/24 17:22:32.820, 0, 42 MHz, 405 MHz, 27.28 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:32.820, 1, 2842 MHz, 14001 MHz, 600.02 W, 68, 99 %, 470 MiB
2026/09/24 17:22:33.821, 0, 43 MHz, 405 MHz, 29.98 W, 48, 0 %, 3218 MiB
2026/09/24 17:22:33.821, 1, 2842 MHz, 14001 MHz, 600.16 W, 68, 99 %, 470 MiB
2026/09/24 17:22:34.823, 0, 48 MHz, 405 MHz, 28.81 W, 48, 0 %, 3216 MiB
2026/09/24 17:22:34.823, 1, 2842 MHz, 14001 MHz, 599.60 W, 68, 99 %, 470 MiB
2026/09/24 17:22:35.831, 0, 41 MHz, 405 MHz, 28.42 W, 48, 0 %, 3216 MiB
2026/09/24 17:22:35.831, 1, 2887 MHz, 14001 MHz, 444.31 W, 55, 1 %, 470 MiB
2026/09/24 17:22:36.834, 0, 46 MHz, 405 MHz, 29.55 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:36.834, 1, 2835 MHz, 14001 MHz, 524.97 W, 68, 99 %, 470 MiB
2026/09/24 17:22:37.835, 0, 52 MHz, 405 MHz, 31.60 W, 48, 1 %, 3212 MiB
2026/09/24 17:22:37.835, 1, 2835 MHz, 14001 MHz, 599.44 W, 69, 99 %, 470 MiB
2026/09/24 17:22:38.838, 0, 38 MHz, 405 MHz, 29.56 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:38.838, 1, 2842 MHz, 14001 MHz, 599.67 W, 69, 99 %, 470 MiB
2026/09/24 17:22:39.840, 0, 49 MHz, 405 MHz, 30.47 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:39.840, 1, 2842 MHz, 14001 MHz, 600.03 W, 69, 99 %, 470 MiB
2026/09/24 17:22:40.855, 0, 382 MHz, 405 MHz, 28.88 W, 48, 1 %, 3212 MiB
2026/09/24 17:22:40.855, 1, 2842 MHz, 14001 MHz, 599.90 W, 69, 99 %, 470 MiB
2026/09/24 17:22:41.859, 0, 337 MHz, 405 MHz, 30.00 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:41.859, 1, 2842 MHz, 14001 MHz, 599.67 W, 68, 99 %, 470 MiB
2026/09/24 17:22:42.865, 0, 375 MHz, 405 MHz, 28.88 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:42.865, 1, 2842 MHz, 14001 MHz, 599.75 W, 69, 99 %, 470 MiB
2026/09/24 17:22:43.868, 0, 337 MHz, 405 MHz, 29.96 W, 48, 1 %, 3212 MiB
2026/09/24 17:22:43.868, 1, 2842 MHz, 14001 MHz, 600.21 W, 69, 99 %, 470 MiB
2026/09/24 17:22:44.873, 0, 42 MHz, 405 MHz, 28.41 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:44.873, 1, 2842 MHz, 14001 MHz, 600.10 W, 69, 99 %, 470 MiB
2026/09/24 17:22:45.878, 0, 49 MHz, 405 MHz, 28.09 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:45.878, 1, 2842 MHz, 14001 MHz, 600.04 W, 69, 99 %, 470 MiB
2026/09/24 17:22:46.882, 0, 42 MHz, 405 MHz, 27.89 W, 48, 1 %, 3212 MiB
2026/09/24 17:22:46.882, 1, 2842 MHz, 14001 MHz, 599.98 W, 69, 99 %, 470 MiB
2026/09/24 17:22:47.884, 0, 42 MHz, 405 MHz, 28.65 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:47.884, 1, 2842 MHz, 14001 MHz, 599.91 W, 69, 99 %, 470 MiB
2026/09/24 17:22:48.888, 0, 48 MHz, 405 MHz, 28.54 W, 48, 1 %, 3212 MiB
2026/09/24 17:22:48.888, 1, 2865 MHz, 14001 MHz, 420.58 W, 69, 99 %, 470 MiB
2026/09/24 17:22:49.892, 0, 41 MHz, 405 MHz, 28.59 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:49.892, 1, 2835 MHz, 14001 MHz, 600.27 W, 68, 99 %, 470 MiB
2026/09/24 17:22:50.898, 0, 42 MHz, 405 MHz, 30.43 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:50.898, 1, 2835 MHz, 14001 MHz, 599.75 W, 69, 99 %, 470 MiB
2026/09/24 17:22:51.912, 0, 292 MHz, 405 MHz, 29.80 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:51.912, 1, 2835 MHz, 14001 MHz, 599.96 W, 69, 99 %, 470 MiB
2026/09/24 17:22:52.916, 0, 35 MHz, 405 MHz, 28.24 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:52.916, 1, 2842 MHz, 14001 MHz, 599.78 W, 69, 99 %, 470 MiB
2026/09/24 17:22:53.928, 0, 56 MHz, 405 MHz, 29.72 W, 48, 1 %, 3212 MiB
2026/09/24 17:22:53.928, 1, 2835 MHz, 14001 MHz, 600.15 W, 69, 99 %, 470 MiB
2026/09/24 17:22:54.943, 0, 44 MHz, 405 MHz, 31.56 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:54.943, 1, 2842 MHz, 14001 MHz, 599.56 W, 69, 99 %, 470 MiB
2026/09/24 17:22:55.946, 0, 40 MHz, 405 MHz, 30.96 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:55.946, 1, 2842 MHz, 14001 MHz, 599.64 W, 69, 98 %, 470 MiB
2026/09/24 17:22:56.955, 0, 55 MHz, 405 MHz, 29.42 W, 48, 1 %, 3212 MiB
2026/09/24 17:22:56.955, 1, 2850 MHz, 14001 MHz, 600.07 W, 69, 99 %, 470 MiB
2026/09/24 17:22:57.960, 0, 46 MHz, 405 MHz, 29.21 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:57.960, 1, 2842 MHz, 14001 MHz, 599.72 W, 69, 99 %, 470 MiB
2026/09/24 17:22:58.974, 0, 50 MHz, 405 MHz, 29.42 W, 48, 0 %, 3212 MiB
2026/09/24 17:22:58.974, 1, 2842 MHz, 14001 MHz, 600.29 W, 69, 99 %, 470 MiB
2026/09/24 17:22:59.974, 0, 420 MHz, 405 MHz, 27.56 W, 48, 1 %, 3212 MiB
2026/09/24 17:22:59.974, 1, 2842 MHz, 14001 MHz, 599.68 W, 69, 98 %, 470 MiB
2026/09/24 17:23:00.979, 0, 412 MHz, 405 MHz, 27.46 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:00.979, 1, 2857 MHz, 14001 MHz, 493.50 W, 56, 0 %, 470 MiB
2026/09/24 17:23:01.983, 0, 480 MHz, 405 MHz, 30.14 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:01.983, 1, 2835 MHz, 14001 MHz, 495.78 W, 69, 99 %, 470 MiB
2026/09/24 17:23:02.987, 0, 292 MHz, 405 MHz, 29.05 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:02.987, 1, 2835 MHz, 14001 MHz, 599.70 W, 69, 98 %, 470 MiB
2026/09/24 17:23:03.992, 0, 330 MHz, 405 MHz, 30.82 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:03.992, 1, 2842 MHz, 14001 MHz, 599.57 W, 69, 98 %, 470 MiB
2026/09/24 17:23:04.993, 0, 367 MHz, 405 MHz, 31.92 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:04.993, 1, 2835 MHz, 14001 MHz, 600.83 W, 69, 99 %, 470 MiB
2026/09/24 17:23:05.994, 0, 285 MHz, 405 MHz, 31.68 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:05.994, 1, 2835 MHz, 14001 MHz, 599.86 W, 69, 99 %, 470 MiB
2026/09/24 17:23:07.009, 0, 40 MHz, 405 MHz, 30.92 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:07.009, 1, 2842 MHz, 14001 MHz, 599.67 W, 69, 99 %, 470 MiB
2026/09/24 17:23:08.011, 0, 397 MHz, 405 MHz, 32.09 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:08.011, 1, 2842 MHz, 14001 MHz, 600.15 W, 69, 99 %, 470 MiB
2026/09/24 17:23:09.014, 0, 292 MHz, 405 MHz, 32.11 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:09.014, 1, 2842 MHz, 14001 MHz, 599.83 W, 69, 99 %, 470 MiB
2026/09/24 17:23:10.021, 0, 322 MHz, 405 MHz, 30.48 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:10.021, 1, 2842 MHz, 14001 MHz, 599.98 W, 69, 99 %, 470 MiB
2026/09/24 17:23:11.025, 0, 397 MHz, 405 MHz, 30.01 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:11.025, 1, 2842 MHz, 14001 MHz, 600.22 W, 69, 99 %, 470 MiB
2026/09/24 17:23:12.040, 0, 367 MHz, 405 MHz, 29.97 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:12.040, 1, 2842 MHz, 14001 MHz, 599.97 W, 69, 99 %, 470 MiB
2026/09/24 17:23:13.054, 0, 322 MHz, 405 MHz, 29.16 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:13.054, 1, 2842 MHz, 14001 MHz, 600.08 W, 69, 99 %, 470 MiB
2026/09/24 17:23:14.059, 0, 397 MHz, 405 MHz, 29.04 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:14.059, 1, 2955 MHz, 14001 MHz, 428.46 W, 69, 99 %, 470 MiB
2026/09/24 17:23:15.064, 0, 352 MHz, 405 MHz, 28.52 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:15.064, 1, 2835 MHz, 14001 MHz, 602.73 W, 69, 99 %, 470 MiB
2026/09/24 17:23:16.070, 0, 345 MHz, 405 MHz, 28.30 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:16.070, 1, 2835 MHz, 14001 MHz, 600.01 W, 69, 99 %, 470 MiB
2026/09/24 17:23:17.085, 0, 307 MHz, 405 MHz, 29.27 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:17.085, 1, 2835 MHz, 14001 MHz, 599.64 W, 69, 99 %, 470 MiB
2026/09/24 17:23:18.087, 0, 232 MHz, 405 MHz, 28.86 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:18.087, 1, 2835 MHz, 14001 MHz, 600.02 W, 69, 99 %, 470 MiB
2026/09/24 17:23:19.090, 0, 367 MHz, 405 MHz, 31.62 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:19.090, 1, 2835 MHz, 14001 MHz, 600.01 W, 69, 99 %, 470 MiB
2026/09/24 17:23:20.105, 0, 300 MHz, 405 MHz, 29.80 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:20.105, 1, 2835 MHz, 14001 MHz, 599.73 W, 69, 99 %, 470 MiB
2026/09/24 17:23:21.109, 0, 277 MHz, 405 MHz, 29.82 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:21.109, 1, 2842 MHz, 14001 MHz, 599.97 W, 69, 99 %, 470 MiB
2026/09/24 17:23:22.124, 0, 330 MHz, 405 MHz, 30.30 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:22.124, 1, 2835 MHz, 14001 MHz, 600.06 W, 69, 99 %, 470 MiB
2026/09/24 17:23:23.125, 0, 247 MHz, 405 MHz, 29.28 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:23.125, 1, 2842 MHz, 14001 MHz, 599.75 W, 69, 99 %, 470 MiB
2026/09/24 17:23:24.131, 0, 285 MHz, 405 MHz, 29.80 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:24.131, 1, 2842 MHz, 14001 MHz, 599.76 W, 69, 99 %, 470 MiB
2026/09/24 17:23:25.136, 0, 412 MHz, 405 MHz, 31.12 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:25.136, 1, 2842 MHz, 14001 MHz, 600.29 W, 69, 99 %, 470 MiB
2026/09/24 17:23:26.141, 0, 285 MHz, 405 MHz, 28.12 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:26.141, 1, 2947 MHz, 14001 MHz, 393.15 W, 60, 99 %, 470 MiB
2026/09/24 17:23:27.147, 0, 322 MHz, 405 MHz, 29.12 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:27.147, 1, 2835 MHz, 14001 MHz, 569.07 W, 69, 99 %, 470 MiB
2026/09/24 17:23:28.150, 0, 360 MHz, 405 MHz, 30.80 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:28.150, 1, 2835 MHz, 14001 MHz, 599.82 W, 69, 99 %, 470 MiB
2026/09/24 17:23:29.156, 0, 277 MHz, 405 MHz, 28.05 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:29.156, 1, 2835 MHz, 14001 MHz, 599.86 W, 69, 99 %, 470 MiB
2026/09/24 17:23:30.166, 0, 375 MHz, 405 MHz, 30.83 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:30.166, 1, 2835 MHz, 14001 MHz, 599.59 W, 69, 99 %, 470 MiB
2026/09/24 17:23:31.171, 0, 345 MHz, 405 MHz, 34.75 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:31.171, 1, 2835 MHz, 14001 MHz, 600.06 W, 69, 99 %, 470 MiB
2026/09/24 17:23:32.174, 0, 390 MHz, 405 MHz, 29.88 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:32.174, 1, 2835 MHz, 14001 MHz, 599.79 W, 69, 99 %, 470 MiB
2026/09/24 17:23:33.177, 0, 292 MHz, 405 MHz, 29.11 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:33.177, 1, 2835 MHz, 14001 MHz, 600.00 W, 69, 99 %, 470 MiB
2026/09/24 17:23:34.188, 0, 345 MHz, 405 MHz, 31.01 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:34.188, 1, 2835 MHz, 14001 MHz, 599.96 W, 69, 99 %, 470 MiB
2026/09/24 17:23:35.192, 0, 457 MHz, 405 MHz, 30.87 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:35.192, 1, 2835 MHz, 14001 MHz, 599.84 W, 69, 99 %, 470 MiB
2026/09/24 17:23:36.195, 0, 390 MHz, 405 MHz, 30.47 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:36.195, 1, 2835 MHz, 14001 MHz, 600.10 W, 69, 99 %, 470 MiB
2026/09/24 17:23:37.198, 0, 390 MHz, 405 MHz, 30.77 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:37.198, 1, 2835 MHz, 14001 MHz, 600.03 W, 69, 99 %, 470 MiB
2026/09/24 17:23:38.206, 0, 330 MHz, 405 MHz, 29.88 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:38.206, 1, 2835 MHz, 14001 MHz, 600.15 W, 69, 99 %, 470 MiB
2026/09/24 17:23:39.208, 0, 397 MHz, 405 MHz, 28.91 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:39.208, 1, 2865 MHz, 14001 MHz, 431.91 W, 69, 1 %, 470 MiB
2026/09/24 17:23:40.210, 0, 360 MHz, 405 MHz, 29.24 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:40.210, 1, 2835 MHz, 14001 MHz, 599.91 W, 69, 99 %, 470 MiB
2026/09/24 17:23:41.211, 0, 315 MHz, 405 MHz, 28.07 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:41.211, 1, 2835 MHz, 14001 MHz, 600.03 W, 69, 98 %, 470 MiB
2026/09/24 17:23:42.215, 0, 292 MHz, 405 MHz, 27.93 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:42.215, 1, 2835 MHz, 14001 MHz, 600.03 W, 69, 98 %, 470 MiB
2026/09/24 17:23:43.216, 0, 307 MHz, 405 MHz, 28.33 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:43.216, 1, 2835 MHz, 14001 MHz, 599.85 W, 69, 99 %, 470 MiB
2026/09/24 17:23:44.222, 0, 420 MHz, 405 MHz, 29.60 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:44.222, 1, 2842 MHz, 14001 MHz, 599.30 W, 70, 99 %, 470 MiB
2026/09/24 17:23:45.225, 0, 375 MHz, 405 MHz, 32.70 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:45.225, 1, 2835 MHz, 14001 MHz, 600.69 W, 69, 99 %, 470 MiB
2026/09/24 17:23:46.240, 0, 375 MHz, 405 MHz, 30.85 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:46.240, 1, 2835 MHz, 14001 MHz, 599.65 W, 69, 99 %, 470 MiB
2026/09/24 17:23:47.255, 0, 330 MHz, 405 MHz, 29.46 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:47.255, 1, 2835 MHz, 14001 MHz, 600.15 W, 69, 99 %, 470 MiB
2026/09/24 17:23:48.258, 0, 405 MHz, 405 MHz, 30.30 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:48.258, 1, 2835 MHz, 14001 MHz, 599.97 W, 69, 99 %, 470 MiB
2026/09/24 17:23:49.265, 0, 345 MHz, 405 MHz, 30.76 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:49.265, 1, 2842 MHz, 14001 MHz, 600.05 W, 69, 99 %, 470 MiB
2026/09/24 17:23:50.268, 0, 52 MHz, 405 MHz, 30.03 W, 48, 1 %, 3212 MiB
2026/09/24 17:23:50.268, 1, 2835 MHz, 14001 MHz, 599.95 W, 69, 99 %, 470 MiB
2026/09/24 17:23:51.272, 0, 315 MHz, 405 MHz, 31.56 W, 48, 0 %, 3212 MiB
2026/09/24 17:23:51.272, 1, 2842 MHz, 14001 MHz, 515.11 W, 57, 99 %, 470 MiB
2026/09/24 17:23:52.275, 0, 352 MHz, 405 MHz, 28.17 W, 48, 0 %, 3212 MiB
